Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_x1,q_x2,q_x3,q_x4,q_x5,q_x6,q_x7,q_x8,q_x9,q_x10,q_x11,q_x12,q_x13,q_x14,q_x15,q_x16,q_x17,q_x18,q_x19,q_x20,q_x21,q_x22,q_x23,q_x24,q_x25,q_x26,q_x27,q_x28,q_x29,q_x30,q_x31,q_x32,q_x33,q_x34,q_x35,q_x36,q_x37,q_x38,q_x39,q_x40,q_x41,q_x42,q_x43,q_x44,q_x45,q_x46,q_x47,q_x48,q_x49,q_x50,q_s1,q_s2,q_s3,q_s4,q_s5,q_s6
6,49,7,0,29,0,26,M_0,M_0,M_1,M_2,M_1,M_1,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_4,M_0
7,49,0,0,29,0,26,M_0,M_0,M_1,M_2,M_1,M_1,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_4,M_0
7,50,1,5,34,1,30,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_4,M_2,M_3,M_4,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
7,51,2,0,34,0,30,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_4,M_2,M_3,M_4,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
7,52,3,0,34,0,30,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_4,M_2,M_3,M_4,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
7,53,4,0,34,0,30,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_4,M_2,M_3,M_4,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
7,54,5,0,34,0,30,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_4,M_2,M_3,M_4,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
7,55,6,1,35,0,31,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_4,M_2,M_3,M_3,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
7,56,7,0,35,0,31,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_4,M_2,M_3,M_3,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
8,56,0,0,35,0,31,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_4,M_2,M_3,M_3,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
8,57,1,0,35,0,31,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_4,M_2,M_3,M_3,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
8,58,2,1,36,0,32,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_3,M_3,M_3,M_4,M_2,M_3,M_3,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
8,59,3,0,36,0,32,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_3,M_3,M_3,M_4,M_2,M_3,M_3,M_2,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
8,60,4,1,37,0,33,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_3,M_3,M_3,M_4,M_2,M_3,M_3,M_3,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
8,61,5,0,37,0,33,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_3,M_3,M_3,M_4,M_2,M_3,M_3,M_3,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
8,62,6,0,37,0,33,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_3,M_3,M_3,M_4,M_2,M_3,M_3,M_3,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
8,63,7,0,37,0,33,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_3,M_3,M_3,M_4,M_2,M_3,M_3,M_3,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
9,63,0,0,37,0,33,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_3,M_3,M_3,M_4,M_2,M_3,M_3,M_3,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
9,64,1,1,38,0,34,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_3,M_3,M_4,M_2,M_3,M_3,M_3,M_0,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
9,65,2,1,39,0,35,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_3,M_3,M_4,M_2,M_3,M_3,M_3,M_3,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
9,66,3,0,39,0,35,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_3,M_3,M_4,M_2,M_3,M_3,M_3,M_3,M_0,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
9,67,4,2,41,0,37,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
9,68,5,0,41,0,37,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
9,69,6,0,41,0,37,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
9,70,7,0,41,0,37,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
10,70,0,0,41,0,37,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
10,71,1,0,41,0,37,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
10,72,2,0,41,0,37,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
10,73,3,2,43,1,38,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
10,74,4,0,43,0,38,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
10,75,5,0,43,0,38,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
10,76,6,0,43,0,38,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
10,77,7,0,43,0,38,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
11,77,0,0,43,0,38,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
11,78,1,0,43,0,38,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_3,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_1,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
11,79,2,2,45,0,40,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
11,80,3,0,45,0,40,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
11,81,4,0,45,0,40,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
11,82,5,0,45,0,40,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
11,83,6,0,45,0,40,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
11,84,7,0,45,0,40,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
12,84,0,0,45,0,40,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_3,M_3,M_3,M_2,M_3,M_3,M_3,M_1,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
12,85,1,2,47,1,41,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_3,M_2,M_3,M_3,M_3,M_3,M_1,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
12,86,2,2,49,1,42,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
12,87,3,0,49,0,42,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
12,88,4,0,49,0,42,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
12,89,5,0,49,0,42,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
12,90,6,0,49,0,42,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
12,91,7,0,49,0,42,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,91,0,0,49,0,42,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,92,1,0,49,0,42,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_3,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,93,2,2,51,0,44,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,94,3,0,51,0,44,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,95,4,0,51,0,44,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,96,5,0,51,0,44,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,97,6,0,51,0,44,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,98,7,0,51,0,44,M_0,M_0,M_1,M_2,M_1,M_1,M_0,M_2,M_1,M_4,M_0,M_4,M_2,M_4,M_2,M_1,M_3,M_1,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_2,M_0,M_0,M_0,M_1,M_1,M_2,M_4,M_4,M_1,M_4,M_0,M_2,M_2,M_2,M_4,M_1,M_1,M_2,M_4,M_4,M_4,M_0,M_3,M_3,M_3,M_3,M_3,M_0
